keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
division film (genre) / melodrama,Korean division-film scholarship + melodrama theory,The 'division film' genre theorizes how Korean cinema mediates the trauma and politics of national partition.,Shiri and the transformation of division films in South Korea's Post-Cold War era,Eunjin Choi,Journal of Japanese and Korean Cinema,18(1),2026,https://doi.org/10.1080/17564905.2024.2426310,"Argues that under the 1998 Sunshine-Policy regime division films shifted from propaganda to commercial cinema, with Shiri (1999) blending melodrama and action to balance realism and melodramatic fantasy.",abstract-only
film noir as mode vs. genre,Genre/mode theory (noir-as-mode lineage),Distinguishes genre (industrial category) from mode (transhistorical sensibility) to explain how a national cinema appropriates an imported form.,"The dark line of Japanese noir: generic appropriation, Matsumoto Seicho, and Nomura Yoshitaro's Stakeout (1958)",Rea Amit,Journal of Japanese and Korean Cinema,16(2),2024,https://doi.org/10.1080/17564905.2024.2397749,"Argues that by conflating genre and mode, Nomura's Stakeout transcends noir-as-subgenre to form an alternative 'line' of Japanese films intertwining social, cultural and national media discourses.",abstract-only
non-place (non-lieu),Marc Auge,"Auge coined 'non-place' for the transient, anonymous spaces of supermodernity that lack relational, historical or identitary anchoring.",Between the global and the national: Reading place and non-place in El hombre de al lado/The Man Next Door,Camilo A. Malagon,Studies in Spanish & Latin American Cinemas,20(1-2),2023,https://doi.org/10.1386/slac_00102_1,Uses Auge's place/non-place distinction to read the neighbours' conflict over the Curutchet House as a tension between the global and the national encoding competing modes of belonging.,abstract-only
cultural memory / trauma,Marianne Hirsch; Cathy Caruth,Cultural-memory and trauma theory explain how unprocessed collective traumas persist and structure later individual and national identity.,As if Franco had never existed? The intrusive past in Pedro Almodovar's Tacones lejanos/High Heels,Abraham Hernandez Cubo,Studies in Spanish & Latin American Cinemas,20(1-2),2023,https://doi.org/10.1386/slac_00100_1,"Argues the film's flashbacks stage an inescapable Francoist past, using individual childhood trauma as an analogy for how 1990s Spain under the 'Pact of Forgetting' still had to confront its dictatorial history.",abstract-only
material memory / postmemory,Marianne Hirsch; Aleida Assmann,Postmemory/material-memory explains how children of the disappeared remember a traumatic past via engagement with material traces.,Haunting photographs and temporal landscapes: Remembering through traces in La idea de un lago/The Idea of a Lake,Andres Buesa,Studies in Spanish & Latin American Cinemas,20(1-2),2023,https://doi.org/10.1386/slac_00101_1,"Reads the Argentine film's photographs and landscape as 'material memory' embodying the children-of-the-disappeared's relation to an absent parent, reinforcing Kirchnerist memory politics.",abstract-only
queer phenomenology / disorientation,Sara Ahmed,Ahmed's queer phenomenology theorizes how bodies are oriented in space and how queer disorientation reorganizes the experience of space.,Oblique desires: Late-Francoist Spanish Fantaterror according to queer phenomenology,Mario Barranco; Sergi Sanchez Marti,Studies in Spanish & Latin American Cinemas,21(1),2024,https://doi.org/10.1386/slac_00124_1,"Applies queer phenomenology to 1969-74 fantaterror mise-en-scene, arguing the queer construction of cinematic space diagnoses the transitional crisis of the late-Francoist film industry and regime.",abstract-only
assemblage,Jasbir Puar (after Deleuze & Guattari),"Puar mobilizes 'assemblage' to theorize identity/sexuality/race as fluid, intersecting configurations rather than stable categories.",Love that dares speak its femininity: Trans* representation in Brazil,Carolina Castellanos Gonella,Studies in Spanish & Latin American Cinemas,21(1),2024,https://doi.org/10.1386/slac_00126_1,"Uses Puar's assemblage with trans theory and Black feminism to argue the short film renders a trans*/travesti sex-worker's femininity in a complex, non-reductive way.",abstract-only
slow cinema / counter-futurism,Ira Jaffe,"'Slow cinema' theorizes a contemplative aesthetic (long takes, minimal narrative) resisting accelerated capitalist time.",Dystopian Contra-Futurismos: Subtle science fiction meets slow cinema in Dead Slow Ahead (Herce 2015) and Jauja (Alonso 2014),Virginia Luzon-Aguado,Studies in Spanish & Latin American Cinemas,21(1),2024,https://doi.org/10.1386/slac_00125_1,Argues juxtaposing slow cinema with concealed sci-fi produces a 'counter-futurism': Dead Slow Ahead critiques capitalist exploitation while Jauja interrogates colonialism and cosmic time.,abstract-only
agonism / affect,Chantal Mouffe; Lauren Berlant,Mouffe's agonism theorizes ineradicable political antagonism; Berlant's affect theory explains attachment to a damaging present ('cruel optimism').,Mobilizing affect in Spanish film and screen media from the Great Recession to the present (special issue introduction),special issue editors,Studies in Spanish & Latin American Cinemas,20(1-2),2023,https://doi.org/10.1386/slac_00091_2,"Frames the special issue's analyses through affect theory and Mouffe's agonism/'the passions', reading post-Recession Spanish screen media as sites of antagonistic political feeling.",abstract-only
aesthetics of hunger,Glauber Rocha,Rocha's 'estetica da fome' argues the authentic art of the colonized Third World expresses violence and deprivation rather than aestheticizing them.,"The aesthetics of childhood hunger and dreams in contemporary Indian cinema: Representation of children in Sahaj Paather Gappo, Kaaka Muttai and Stanley Ka Dabba",Tias Maity; Sayan Dey,Studies in South Asian Film & Media,17(1),2025,https://doi.org/10.1386/safm_00096_1,"Reading three Indian films through Rocha's aesthetics of hunger, argues they render class-, caste- and gender-based marginalization of children visible as everyday resistance against capitalist amnesia.",abstract-only
psychoanalysis / psychology of love,Sigmund Freud,Freud's psychoanalytic theory of love and sexuality explains how unconscious drives and infantile sexuality structure adult erotic life.,Margarita with a Straw: Laila's queer liberation,Debarati Byabartta,Studies in South Asian Film & Media,17(1),2025,https://doi.org/10.1386/safm_00095_1,"Reads the disabled bisexual protagonist Laila through Freudian concepts of perversion, narcissism and homoeroticism, arguing her queer-feminist self ultimately transcends classical Freudian frameworks.",abstract-only
cultural imperialism,Herbert Schiller / John Tomlinson,"The cultural-imperialism thesis explains how dominant media flows homogenize and subordinate local cultures, eroding their autonomy.","Singing Kokborok, dancing Bollywood: Neo-Bollywoodized Tripuri identities and indigenizing the global in contemporary Kokborok music videos",Aloy Deb Barma,Studies in South Asian Film & Media,17(1),2025,https://doi.org/10.1386/safm_00094_1,Argues Kokborok music videos' 'Bollywoodization' produces hybrid neo-Bollywoodized subjectivities that internalize and reinscribe the very metropolitan gaze they appear to resist.,abstract-only
hybridity,Homi K. Bhabha,"Bhabha's hybridity explains how colonial encounters produce an ambivalent 'third space' of mixed, unstable identities capable of mimicry and subversion.","Singing Kokborok, dancing Bollywood: Neo-Bollywoodized Tripuri identities and indigenizing the global in contemporary Kokborok music videos",Aloy Deb Barma,Studies in South Asian Film & Media,17(1),2025,https://doi.org/10.1386/safm_00094_1,"Uses hybridity to theorize a 'double indigenizing/double fetishizing' of Tripuri culture, arguing the videos' commercial hybridity risks attenuating Tripuri indigeneity.",abstract-only
cinematic cartography / atmosphere,Ranjani Mazumdar (cinematic city framework),"Cinematic cartography theorizes how film maps and produces urban space, scale and atmosphere rather than merely recording it.","Bombay cinema's mapping impulse: Location, suspense and atmosphere",Ranjani Mazumdar,Studies in South Asian Film & Media,16(1),2024,https://doi.org/10.1386/safm_00077_1,"Argues that through suspense films like Ugly, Trapped and Badla, production infrastructures and vertical/horizontal/atmospheric urbanism generate a 'cartographic diversity' in contemporary Indian cinema's spatial imagination.",abstract-only
visual economy,Deborah Poole,"Poole's 'visual economy' analyzes how images circulate within a transnational system of production, exchange and value linked to political-economic power.","'I am in love, I am in love, I am in looove!': The visual economy of the Indo-Swiss-film-tourism complex around 2000",Andre Schneider,Studies in South Asian Film & Media,16(1),2024,https://doi.org/10.1386/safm_00076_1,Reads the Indo-Swiss film-tourism complex (the Yash Chopra suite at Viktoria Jungfrau) as a 'visual economy' producing a composite cross-cultural style in visual and design culture.,abstract-only
world-systems theory (core/periphery),Immanuel Wallerstein,He devised the core-periphery model to explain how the modern capitalist world-economy structurally enriches an industrial Western 'core' by extracting value from a dependent 'periphery.',"Sex, Drugs, and Neocolonial Leisure: An Intermedial History and Analysis of Dieter Schidor's Kalt in Kolumbien (1985)",Juan Camilo Velásquez,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.01,"Reads the German-Colombian coproduction Kalt in Kolumbien through a core/periphery lens to show how the film documents Latin America as a romanticised, exploitable periphery serving a Western cultural and economic core.",OA
dependency theory / unequal exchange,Raúl Prebisch,Prebisch developed dependency and unequal-exchange theory to explain why peripheral economies that export raw materials remain structurally poor relative to the industrialised centre.,"Sex, Drugs, and Neocolonial Leisure: An Intermedial History and Analysis of Dieter Schidor's Kalt in Kolumbien (1985)",Juan Camilo Velásquez,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.01,Uses dependency theory to frame the unequal German-Colombian labour and leisure relations both within the film's plot and in its actual production in 1980s Cartagena.,OA
transnational cinema taxonomy,Mette Hjort,"Hjort created a typology of cinematic transnationalisms (opportunistic, cosmopolitan, etc.) to distinguish the differing political and economic motivations behind cross-border film production.","Sex, Drugs, and Neocolonial Leisure: An Intermedial History and Analysis of Dieter Schidor's Kalt in Kolumbien (1985)",Juan Camilo Velásquez,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.01,"Classifies Kalt in Kolumbien as a case of 'opportunistic'/'cosmopolitan' transnationalism, a financially motivated coproduction by well-travelled cosmopolitans rather than a politically neutral collaboration.",OA
hauntology,Jacques Derrida,"Derrida coined hauntology in Specters of Marx to describe how the past and its lost futures persistently 'haunt' the present, displacing a positivist, linear sense of history.",From Thailand to Colombia: Soundscapes of a Violent Past in Apichatpong Weerasethakul's Memoria (2021),Javier Pérez-Osorio,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.11,"Argues that Memoria's sound design makes Colombia's buried colonial and civil-war traumas reverberate in the present, turning protagonist Jessica into an 'antenna' for the ghosts of historical violence.",OA
soundscape,R. Murray Schafer,"Schafer coined 'soundscape' to theorise the sonic environment as a culturally constructed world, arguing that 'hearing is a way of touching at a distance.'",From Thailand to Colombia: Soundscapes of a Violent Past in Apichatpong Weerasethakul's Memoria (2021),Javier Pérez-Osorio,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.11,Analyses Memoria's meticulous sound editing as a soundscape that lets the spectator 'touch at a distance' the memories of Colombia's violent past.,OA
triangular exchange of Latin American cinema,Paul Schroeder Rodríguez,"Schroeder Rodríguez framed Latin American cinema as the product of an ongoing triangular exchange between Hollywood, Europe, and Latin America to capture its hybrid aesthetic formation.",From Thailand to Colombia: Soundscapes of a Violent Past in Apichatpong Weerasethakul's Memoria (2021),Javier Pérez-Osorio,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.11,Extends the triangular-exchange model to show how a Thai auteur's outsider gaze sidelines Hollywood/European influence and forges South-South cinematic solidarity.,OA
South-South solidarities,Macarena Gómez-Barris,Gómez-Barris theorised South-South solidarities to move beyond nation-centred frameworks and reposition the Global South as an active maker of transnational representational politics.,From Thailand to Colombia: Soundscapes of a Violent Past in Apichatpong Weerasethakul's Memoria (2021),Javier Pérez-Osorio,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.11,Reads Memoria as forging a Thailand-Colombia South-South solidarity built on shared experiences of unresolved state violence.,OA
phantasmagorical realism,Cecília Mello,Mello coined 'phantasmagorical realism' to name a contemporary realist cinema that incorporates ghosts and the unexplainable to address trauma and political violence.,From Thailand to Colombia: Soundscapes of a Violent Past in Apichatpong Weerasethakul's Memoria (2021),Javier Pérez-Osorio,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.11,Situates Memoria within a genealogy of phantasmagorical realism shared by East/Southeast Asian and Latin American cinemas that grapple with historical trauma through spectral aesthetics.,OA
representations of HIV/AIDS / moral panic,Gustavo Subero,Subero studied media representations of HIV/AIDS in Latin America to expose how 'othering' discourses construct the disease as foreign and morally threatening.,"Foreign Body: AIDS, Moral Panic, and Otherness in Via Appia (1989)",Henrique Rodrigues Marques,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.02,"Argues that the German film Via Appia reinforces foreign imaginaries of the Brazilian AIDS crisis, constructing the infected body and Brazil itself as exoticised sites of moral panic and otherness.",OA
dialogism,Mikhail Bakhtin,Bakhtin developed dialogism to argue that meaning is never closed or monologic but always produced through an open-ended exchange of voices in a social context.,"Unfinished Thinking and the Unfinished Film: Feminist Filmmaking in Cuba, Catalunya, and Scotland",David Archibald and Núria Araüna Baró,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.09,Builds a 'dialogical cinema' methodology from Bakhtin to structure no-budget feminist filmmaking that fosters translocal solidarity between activists in the Global North and South.,OA
diffraction / cutting-together-apart,Karen Barad,"Barad reworked diffraction into an agential-realist method studying how entities 'intra-act' rather than inter-act, dissolving the subject-object binary.","Unfinished Thinking and the Unfinished Film: Feminist Filmmaking in Cuba, Catalunya, and Scotland",David Archibald and Núria Araüna Baró,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.09,"Uses Barad's 'cutting together-apart' to theorise collaborative filmmaking-at-a-distance among feminist collectives in Havana, Matanzas, Glasgow, and Vilanova i la Geltrú.",OA
poor image,Hito Steyerl,"Steyerl theorised the 'poor image' to value low-resolution, widely circulating images as carriers of alternative knowledge against the hierarchy of high-definition media.","Unfinished Thinking and the Unfinished Film: Feminist Filmmaking in Cuba, Catalunya, and Scotland",David Archibald and Núria Araüna Baró,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.09,"Mobilises the 'poor image' to defend low-budget, mobile-phone feminist filmmaking as a means of distributing epistemic richness despite the US blockade on Cuba.",OA
Third Cinema,Fernando Solanas and Octavio Getino,"Solanas and Getino formulated Third Cinema as a militant, anti-imperialist filmmaking practice of liberation opposed to Hollywood and auteurist European cinema.","Unfinished Thinking and the Unfinished Film: Feminist Filmmaking in Cuba, Catalunya, and Scotland",David Archibald and Núria Araüna Baró,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.09,"Draws on Third Cinema's conception of filmmaking as a generator of theory to ground a participatory, anticolonial feminist film practice across capitalist and communist states.",OA
imperfect cinema,Julio García Espinosa,García Espinosa called for an 'imperfect cinema' that rejects technical polish and bourgeois aesthetics in favour of a popular art fused with everyday life and struggle.,"Unfinished Thinking and the Unfinished Film: Feminist Filmmaking in Cuba, Catalunya, and Scotland",David Archibald and Núria Araüna Baró,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.09,"Adopts 'imperfect cinema' to justify an unfinished, no-budget academic film whose incompleteness is treated as a feminist and anticolonial strength rather than a lack.",OA
metabolic documentary / Indigenous cosmologies,Ursula Biemann,Biemann developed video essays connecting Indigenous cosmologies and ecology to envision a 'metabolic' interconnection of all life against extractivist Western knowledge.,Cosmologies of the Living Forest: For a Metabolic Documentary,Dennis Hippe,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.05,Reads Biemann's Forest Law and Forest Mind as an ecocentric 'metabolic documentary' that confronts Kichwa and Inga cosmologies with Global North science to argue for epistemic justice in the Amazon.,OA
chronotope,Mikhail Bakhtin,"Bakhtin coined the chronotope (time-space) to analyse how literary texts fuse temporal and spatial relations, a concept later extended to film by Robert Stam.",Beyond Identity: A Chronotopic Analysis of the Soviet Latvian Film 'Two in Love' (1965),Marija Weste,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 19,2024,https://doi.org/10.17892/app.2024.00019.368,"Applies the chronotope to read the Soviet Latvian film Divi as a multilayered 'timespace' product, displacing the binary 'Soviet versus Latvian' identity framing dominant in post-Soviet film studies.",OA
universally developed personality / face,Christian Zehnder,The article draws on the post-Stalinist socialist-anthropology concept of the 'universally developed personality' formulated by the Communist Party to revise the ideal of self-sacrifice for the collective.,Threatened Faces: Soviet Auteur Cinema and the Anthropology of the Thaw,Christian Zehnder,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 19,2024,https://doi.org/10.17892/app.2024.00019.369,"Argues that the proliferation of facial close-ups in Thaw auteur cinema (Kalatozov, Tarkovsky, Shepit'ko, Romm) both stages the 'universally developed personality' and exposes post-war trauma and vulnerability.",OA
postcolonial critique / coloniality,Nino Dzandzava,The article uses the postcolonial framework to expose how Soviet-era knowledge production and Russian expansionism embedded colonial codes in film studies and film heritage.,"Georgian Cinema Studies: Observations, Challenges, and the Colonial Legacy",Nino Dzandzava,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 19,2024,https://doi.org/10.17892/app.2024.00019.371,"Critiques persistent colonial stereotypes in Soviet Georgian cinema and film scholarship, calling for a decolonising reconstruction of Georgian film heritage.",OA
history of sexuality / queer historiography,Michel Foucault,Foucault's history of sexuality reframed sexuality as discursively produced and historically situated rather than a natural object simply repressed by power.,Deconstructing the Imagined Queer Censorship in State-Socialist East-Central Europe: The Case of Hungarian Cinema,Kata Benedek,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 21,2025,https://doi.org/10.17892/app.2025.00021.378,"Uses mixed-methods and a constructionist history-of-sexuality lens to dismantle the assumption that socialist Hungary systematically censored queer cinema, showing the state in fact financed and distributed queer films.",OA
structures of feeling,Raymond Williams,"Williams coined 'structures of feeling' to name emergent, lived social experiences and affects not yet codified as formal ideology.",Angels of (Queer) Histories: Synaesthetic Films by Anatoly Belov and Oksana Kazmina,Olena Syaivo Dmytryk,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 21,2025,https://doi.org/10.17892/app.2025.00021.413,"Reads the synaesthetic, haptic films of Belov and Kazmina as capturing emerging queer 'structures of feeling' in Ukraine amid historical upheaval and the Russia-Ukraine war.",OA
synaesthesia / haptic aesthetics,Walter Benjamin,Benjamin theorised the senses and embodied perception to understand how art reorganises experience and consciousness under historical change.,Angels of (Queer) Histories: Synaesthetic Films by Anatoly Belov and Oksana Kazmina,Olena Syaivo Dmytryk,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 21,2025,https://doi.org/10.17892/app.2025.00021.413,"Argues that the films' symbiosis of sound, vision, and touch works to move and re-orient the audience, fostering queer solidarities and altered consciousness.",OA
archival care / queer audiovisual heritage,Dagmar Brunow,"Brunow theorises archival care and cultural memory to argue that preserving marginalised (queer) film heritage is an active, ethical, memory-making practice.",Queer Memories from Closet to Cloud: Rethinking Archival Care for Film and Video,Dagmar Brunow,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 21,2025,https://doi.org/10.17892/app.2025.00021.415,"Rethinks archival practice as 'care' for queer film and video heritage in Southeastern and Eastern Europe, against the erasure and precarity of LGBTQ audiovisual memory.",OA
anthropological machine,Giorgio Agamben,Agamben coined the 'anthropological machine' to name the apparatus that ceaselessly produces the 'human' by excluding and capturing the 'animal' within.,"La carga epocal de la imagen: la perspectiva animal en 'La mujer sin cabeza', de Lucrecia Martel",Nicolás Podhorzer,Imagofagia,No. 32,2025,https://imagofagia.asaeca.org/index.php/imagofagia/article/view/1108,"Argues that the animal perspective and sound design in Martel's La mujer sin cabeza suspend Agamben's anthropological machine, anticipating a shift from a patriarchal to a post-pandemic 'viral' regime of power.",OA
acousmatic sound / point of audition,Michel Chion,"Chion theorised acousmatic sound and the 'point of audition' to analyse how film sound, detached from its visible source, constructs cinematic space and spectatorial experience.",El oír y hacer oír del cine a través de 'The Zone of Interest',Miguel Guillermo Jaramillo Ruiz,Imagofagia,No. 32,2025,https://imagofagia.asaeca.org/index.php/imagofagia/article/view/1102,"Analyses how The Zone of Interest desynchronises sound and image to deploy a 'spatial grammar' (spatial signature, ultrafield, point of audition) that represents the off-screen horror of the Holocaust.",OA
media archaeology,Jussi Parikka,Media archaeology excavates suppressed and obsolete media histories to read images against the grain of dominant narratives and conventions.,Arqueología de los medios y cine de metraje encontrado: descolonizando los archivos,César Ustarroz,Imagofagia,No. 30,2024,https://imagofagia.asaeca.org/index.php/imagofagia/article/view/1048,Uses media archaeology to read Salloum and Suleiman's found-footage film as a decolonising 'appropriationist' gesture that critically re-reads stereotyped archival images of the Other.,OA
event (acontecimiento),Gilles Deleuze,"Deleuze theorised the 'event' (acontecimiento) as pure potential and becoming, the irruption of novelty that escapes fixed states and identities.",El cine como arte de captar la existencia en delito flagrante,Virginia de León; Agustina De Vera; Gabriela Guillermo; Sofía Monetti Rey,Imagofagia,No. 30,2024,https://imagofagia.asaeca.org/index.php/imagofagia/article/view/1054,Puts André S. Labarthe's filmmaking into dialogue with Deleuze's notion of the event to theorise cinema as a politics of the image attuned to the irruption of novelty and becoming.,OA
landscape / Anthropocene aesthetics,Harun Farocki,The article engages Farocki's operational-image practice and Anthropocene-era landscape theory to reconsider how nature becomes an object of the constructed image.,Imaginación paisajística y mundos paralelos. En torno a la serie 'Parallel' de Harun Farocki,Guadalupe Lucero,Imagofagia,No. 31,2025,https://imagofagia.asaeca.org/index.php/imagofagia/article/view/1095,Analyses Farocki's Parallel series to examine how computer-generated nature-as-landscape raises aesthetic problems of representing the world in the Anthropocene.,OA
coming-of-age cinema,Alistair Fox,Fox theorised coming-of-age cinema as a genre articulating the psychological passage to maturity and identity formation in adolescence.,Ang pagsapit ng kamuwangan sa pelikula: Isang panimulang pagsipat sa naratibo ng piling coming-of-age films ng Cinemalaya Philippine Independent Film Festival,"Concha, Christopher Bryan A.",Plaridel Journal,Volume 21 Issue 01,2024,https://doi.org/10.52518/2022-14cncha,Uses Fox's coming-of-age concepts to conduct a preliminary narrative analysis of contemporary Cinemalaya films and define the characteristics of a Filipino coming-of-age film.,OA
three dimensions of film narrative,David Bordwell,"Bordwell built a poetics of narrative (narration, plot, story) to analyse formally how films construct and cue narrative comprehension.",Ang pagsapit ng kamuwangan sa pelikula: Isang panimulang pagsipat sa naratibo ng piling coming-of-age films ng Cinemalaya Philippine Independent Film Festival,"Concha, Christopher Bryan A.",Plaridel Journal,Volume 21 Issue 01,2024,https://doi.org/10.52518/2022-14cncha,Frames the narrative analysis of Cinemalaya coming-of-age films within Bordwell's three dimensions of film narrative.,OA
zany,Sianne Ngai,Aesthetic category theorizing how performative labor and frantic affect under post-Fordist capitalism becomes a comic style; 'zany' names the precarious worker stretched across too many roles,A Precarious and Zany Youth: The Feminist Comedy of Malena Pichot,Joaquín Serpe,The Velvet Light Trap,"No. 94, Fall 2024",2024,https://muse.jhu.edu/pub/15/article/945346,"Reads Malena Pichot's web series Cualca through Ngai's zaniness to show how feminist comedy registers the generalized precarity and misogyny of the Argentine media-labor context, pushing against postfeminist representation",abstract-only
precarity,Lauren Berlant,"Affective condition of living in chronic instability under neoliberalism, where the promise of the good life frays into ongoing crisis ordinariness",A Precarious and Zany Youth: The Feminist Comedy of Malena Pichot,Joaquín Serpe,The Velvet Light Trap,"No. 94, Fall 2024",2024,https://muse.jhu.edu/pub/15/article/945346,"Uses precarity to argue that Pichot's comedy both depicts and is produced within precarious labor structures, making feminist politics inseparable from the economics of online cultural production",abstract-only
emotional labor,Arlie Russell Hochschild,"Concept describing the commodified management of feelings demanded of workers, especially women, as part of the job under service capitalism","Post-#MeToo Reflections on Pre-#MeToo TV Production: Female Actors' Precarity, Agency, and Emotional Labor",Kristina Brüning,The Velvet Light Trap,"No. 94, Fall 2024",2024,https://muse.jhu.edu/pub/15/article/945352,"Argues that female TV actors performed extensive emotional labor and navigated precarity and constrained agency within pre-#MeToo production cultures, reframing on-set abuse as a structural labor problem",abstract-only
platformization,David Nieborg & Thomas Poell,"Concept for how platform infrastructures, data and business models reorganize the production and circulation of cultural goods and creative labor",Losing Color Consciousness: Platformization and Precarious Practices in Premiere Pro,"Brendan McCauley, J. D. Swerzenski",The Velvet Light Trap,"No. 94, Fall 2024",2024,https://muse.jhu.edu/pub/15/article/945347,"Argues that the platformization of editing software like Adobe Premiere Pro embeds precarious, deskilled color-grading practices, eroding craft knowledge ('color consciousness') among media workers",abstract-only
synthetic performance,Sarah Thomas,"Framework for the 'somebodies/nobodies' divide produced as generative AI manufactures digital performers, restructuring consent, identity and labor value of human performers",'Somebodies' and 'Nobodies': Generative AI and Audiovisual Performer Labor,Sarah Thomas,The Velvet Light Trap,"No. 94, Fall 2024",2024,https://muse.jhu.edu/pub/15/article/945343,"Argues generative AI splits performers into valued 'somebodies' and disposable 'nobodies', intensifying precarity and raising ethical questions of consent and identity manipulation in synthetic media labor",abstract-only
black capitalism,Robert E. Weems / Robert L. Allen,Critical concept analyzing the postwar incorporation of Black economic advancement into corporate and consumer capitalism as a containment of radical Black politics,Help (1970): Afram and Black Capitalism,Will Hair,The Velvet Light Trap,"No. 94, Fall 2024",2024,https://muse.jhu.edu/pub/15/article/945349,"Reads the corporate-sponsored film Help (1970) and the Afram organization as artifacts of black capitalism, showing how media promoted entrepreneurial uplift as a response to civil-rights-era demands",abstract-only
(post)cinematic assembly,Judith Butler,"Performative theory of assembly: bodies gathering in public enact a plural, embodied politics that exceeds speech, grounding claims to appear and to live a livable life",Crowd Choreographies: Spike Lee's BlacKkKlansman (2018) and the Politics of (Post)Cinematic Assembly,Claudia Breger,Discourse,"Vol. 46, No. 2, Spring 2024",2024,https://doi.org/10.1353/dis.2024.a959523,"Reads BlacKkKlansman's crowd scenes through Butler's performative assembly to theorize how cinema choreographs collective bodies, articulating a politics of (post)cinematic assembly across affect and montage",abstract-only
collective laughter,Henri Bergson,"Theory of laughter (Le rire) as a social corrective: laughter is inherently collective, an élan that disciplines mechanical rigidity and binds the group",'The Most Revolutionary Affect of the Masses': Collective Laughter,Maggie Hennefeld,Discourse,"Vol. 46, No. 2, Spring 2024",2024,https://doi.org/10.1353/dis.2024.a959524,"Mobilizes Bergson on contagious laughter to argue that hysterical collective laughter is a revolutionary mass affect blurring anxiety and enjoyment, theorizing bodily contagion as political potential",abstract-only
masses,Walter Benjamin,"Theory of the masses and distraction: the modern collective body absorbs technological media reception, opening laughter and shock as politicized mass experience",'The Most Revolutionary Affect of the Masses': Collective Laughter,Maggie Hennefeld,Discourse,"Vol. 46, No. 2, Spring 2024",2024,https://doi.org/10.1353/dis.2024.a959524,Draws on Benjamin's account of the masses to read viral and historical instances of collective laughter as a revolutionary affect of the technologically mediated crowd,abstract-only
fabulation,Gilles Deleuze,Concept of fabulation / 'the people to come': minor cinema invents a missing people through legending rather than representing an existing collective,"Fabulation, Magical Transformation, and Montage: Reconsidering the Complex Correspondences between Cinema and the People",Jamie Chambers,Discourse,"Vol. 46, No. 3, Fall 2024",2024,https://doi.org/10.1353/dis.2024.a967981,"Reconsiders Deleuze's fabulation and the people-to-come to rethink how montage and magical transformation in cinema relate to 'the people', proposing a richer model of cinema-collectivity correspondence",abstract-only
transsovereignty,Jacques Derrida,"Deconstructive critique of sovereignty: the spectral, non-self-present basis of democracy ('democracy to come') that troubles the autonomous sovereign subject and nation",The Beekeeper's Ghost: Democracy and Transsovereignty in Zanny Begg's The Beehive,Christopher Peterson,Discourse,"Vol. 46, No. 3, Fall 2024",2024,https://doi.org/10.1353/dis.2024.a967982,Theorizes 'transsovereignty' via the figure of the beehive and the spectral to argue that Begg's The Beehive stages a democracy haunted by and exceeding bounded sovereignty,abstract-only
governmentality,Michel Foucault,Concept of governmentality: the rationalities and techniques (the 'conduct of conduct') through which modern states administer populations beyond direct coercion,Institutional Film and Social Public Policies in Portugal during the Late Authoritarian Regime (1957-1969),"Frédéric Vidal, Luísa Veloso",Film History: An International Journal,"Vol. 35, No. 3, Fall 2024",2024,https://doi.org/10.2979/fih.00009,"Analyzes the Junta de Acção Social's institutional films as instruments of a corporatist governmentality, showing how the Estado Novo used cinema to mold social public policy on work and education",abstract-only
