id,name,publisher,country,language,homepage_url,archive_url,rss_url,sitemap_url,article_url_pattern,render_mode,content_types,cadence,est_archive_size,paywall,robots_url,robots_ai_stance,robots_crawl_delay,api_available,license_terms_url,trust_tier,ingest_recommendation,editorial_note,evidence_urls
86,High On Films,High On Films,India,en,https://www.highonfilms.com,https://www.highonfilms.com/reviews-index/,https://www.highonfilms.com/feed/,https://www.highonfilms.com/sitemap_index.xml,/{slug}/,static,reviews;essays;interviews;news,daily,unknown,none,https://www.highonfilms.com/robots.txt,disallows,none,RSS-only,https://www.highonfilms.com/privacy-policy/,3,avoid,"New Delhi-based independent film site covering world/indie/Indian cinema with reviews, essays and lists; WordPress with sitemap index and RSS feed; growing niche criticism.",https://www.highonfilms.com/about-us/;https://www.highonfilms.com/contact-us/;https://www.rottentomatoes.com/critics/source/3597;https://www.highonfilms.com/robots.txt;https://www.highonfilms.com
87,Asian Movie Pulse,Asian Movie Pulse (Panos Kotzathanasis),Greece,en,https://asianmoviepulse.com,unknown,unknown,https://asianmoviepulse.com/sitemap_index.xml,/{year}/{month}/{slug}/,static,reviews;essays;interviews;news;festival-reports,daily,unknown,none,https://asianmoviepulse.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,"One of the largest Asian-cinema portals; owner/critic Panos Kotzathanasis; prolific reviews, interviews and festival coverage with FIPRESCI-affiliated writers; robots fetch blocked.",https://asianmoviepulse.com/;https://muckrack.com/media-outlet/asianmoviepulse;https://www.rottentomatoes.com/critics/source/3245;https://asianmoviepulse.com/robots.txt;homepage
88,À pala de Walsh,À pala de Walsh,Portugal,pt,https://apaladewalsh.com,https://apaladewalsh.com/category/criticas/,unknown,https://apaladewalsh.com/wp-sitemap.xml,/{year}/{month}/{slug}/,unknown,reviews;essays;interviews,irregular,unknown,none,https://apaladewalsh.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Revista online de crítica e cinefilia fundada em 2012 (Luís Mendonça, Carlos Natálio, João Lameira); citada pelos Cahiers du cinéma como o site mais importante de Portugal. Homepage corrigida para apaladewalsh.com (sem www). web_fetch do fetcher sistematicamente em timeout (180s) -> robots/sitemap/render não verificáveis (provável WordPress mas não confirmado). HOLD: verificar robots/RSS via browser.",https://apaladewalsh.com/;https://www.iscte-iul.pt/tese/13060;https://www.sabado.pt/gps/livros/detalhe/critica-de-livros-o-cinema-nao-morreu-critica-e-cinefilia-a-pala-de-walsh;https://apaladewalsh.com/robots.txt
89,Cinética,Cinética,Brazil,pt,https://www.revistacinetica.com.br,http://revistacinetica.com.br/nova/,unknown,unknown,unknown,unknown,reviews;essays;interviews,irregular,unknown,none,https://www.revistacinetica.com.br/robots.txt,unknown,unknown,unknown,unknown,2,permission-needed,Revista eletrônica brasileira de cinema e crítica fundada em 2006; críticos como Juliano Gomes e Victor Guimarães; parceria com IMS (Sessão Cinética). Existem domínios revistacinetica.com.br e nova.revistacinetica.com.br (versão nova). web_fetch do fetcher em timeout (180s) -> robots/sitemap/render não verificáveis. HOLD: confirmar domínio canônico e robots via browser.,http://revistacinetica.com.br/;https://nova.revistacinetica.com.br/;http://revistacinetica.com.br/nova/redacao/
90,Montages,Montages Media AS,Norway,no,https://montages.no,https://montages.no/info/,unknown,https://montages.no/sitemap.xml,/{year}/{month}/{slug}/,static,reviews;essays;interviews,weekly,unknown,none,https://montages.no/robots.txt,allows,10,unknown,unknown,2,permission-needed,"Norsk nettmagasin om film lansert 1. april 2009; redaktør Karsten Meinich; lidenskapelig, kunnskapsrik filmsamtale uten tabloid-støy. Viktig arena for norsk filmkritikk. web_fetch til fetcher konsekvent timeout (180s) -> robots/sitemap/render ikke verifiserbart (sannsynlig WordPress, ikke bekreftet). HOLD: verifiser robots/RSS via nettleser.",https://montages.no/info/;https://montages.no/2010/12/den-akutte-krisen-i-norsk-filmkritikk/;https://montages.no/2020/07/forfattere-skriver-filmkritikk-pa-montages/;https://montages.no/robots.txt
91,Ekko,Filmmagasinet Ekko,Denmark,da,https://www.ekkofilm.dk,https://www.ekkofilm.dk/anmeldelser/,unknown,unknown,/artikler/{slug}/,static,reviews;essays;interviews;festival-reports,monthly,unknown,metered,https://www.ekkofilm.dk/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Dansk filmtidsskrift og onlinemedie grundlagt 1999 (fusion af Klip og Pråsen), landsdækkende fra 2005; chefredaktør Claus Christensen. Driver også Ekko Shortlist (kortfilm). Anmeldelser, essays, analyser, store interviews. web_fetch til fetcher konsekvent timeout (180s) -> robots/sitemap/render/paywall-type ikke verificeret (metered/hard formodet for magasinindhold). HOLD: verificér robots/paywall via browser.",https://da.wikipedia.org/wiki/Filmmagasinet_Ekko;https://www.ekkofilm.dk/om/redaktion/;https://www.ekkofilm.dk/;https://www.ekkofilm.dk/robots.txt
92,Kino,Fundacja Kino,Poland,pl,https://www.kino.org.pl,http://www.archiwum.kino.org.pl/,unknown,https://www.kino.org.pl/sitemap_index.xml,unknown,static,reviews;essays;interviews;academic;festival-reports,monthly,unknown,unknown,https://www.kino.org.pl/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Polski miesięcznik o twórczości i edukacji filmowej, wydawany od 1966 (zał. Jerzy Toeplitz), wyd. Fundacja Kino od 2003; jedyne polskie pismo indeksowane przez FIAPF; redaktorzy m.in. Michałek, Sobolewski, Kołodyński. Kanon polskiej krytyki filmowej. Osobne archiwum (archiwum.kino.org.pl). web_fetch fetchera stale timeout (180s) -> robots/sitemap/render/paywall niezweryfikowane. HOLD: zweryfikować robots/paywall przez przeglądarkę.",https://pl.wikipedia.org/wiki/Kino_(miesi%C4%99cznik);https://www.kino.org.pl/o-nas/;https://www.kino.org.pl/;https://www.kino.org.pl/robots.txt;https://www.kino.org.pl
93,Film.org.pl,film.org.pl sp. z o.o.,Poland,pl,https://film.org.pl,https://film.org.pl,unknown,https://film.org.pl/sitemap.xml,/{slug},static,reviews;essays;news,daily,unknown,none,https://film.org.pl/robots.txt,allows,none,unknown,unknown,3,permission-needed,"Niezależny polski serwis filmowy (recenzje, analizy, eseje, rankingi, blogi); spółka z o.o. z siedzibą w Warszawie (ul. Księcia Bolesława). Solidna krytyka online, choć szerszy portal popkulturowy. web_fetch fetchera stale timeout (180s) -> robots/sitemap/render niezweryfikowane (prawdopodobnie WordPress). HOLD: zweryfikować robots/RSS przez przeglądarkę i granicę krytyka vs portal.",https://film.org.pl/;https://film.org.pl/kontakt;https://www.linkedin.com/company/film-org-pl;https://film.org.pl/robots.txt;homepage
94,Altyazı,Altyazı Sinema Derneği,Turkey,tr,https://altyazi.net,https://altyazi.net,unknown,https://altyazi.net/sitemap_index.xml,/{slug}/,unknown,reviews;essays;interviews,monthly,unknown,unknown,https://altyazi.net/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Bağımsız aylık sinema dergisi, 2001'de Boğaziçi Üniversitesi öğrencilerince kuruldu; 2003-2018 Mithat Alam Film Merkezi bünyesinde, 2019'dan beri bağımsız Altyazı Sinema Derneği. Türk sinema eleştirisinin köşe taşı; kısa/belgesel/deneysel sinemaya da yer verir. web_fetch fetcher sürekli timeout (180s) -> robots/sitemap/render doğrulanamadı. HOLD: robots/RSS tarayıcı ile doğrula.",https://tr.wikipedia.org/wiki/Altyaz%C4%B1_(dergi);https://altyazi.net/hakkimizda/;https://altyazi.net/about-us/;https://altyazi.net/robots.txt
95,Iskusstvo Kino,Iskusstvo Kino (Искусство кино),Russia,ru,https://kinoart.ru,https://kinoart.ru/archive,unknown,unknown,unknown,static,reviews;essays;interviews;academic,monthly,unknown,unknown,https://kinoart.ru/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Старейший в Европе журнал о кино (с 1931, Москва), наряду с Sight & Sound и Cahiers du Cinéma; печатная версия закрыта в 2023, сайт kinoart.ru (с 1997/2003) активен с архивом. Канон киноведения. Контент мигрировал на kinoart.ru (старый old.kinoart.ru — архив). web_fetch фетчера стабильно timeout (180s) -> robots/sitemap/render/paywall не проверены. HOLD (РФ-юрисдикция/санкции для партнёрства): проверить robots/статус через браузер.",https://en.wikipedia.org/wiki/Iskusstvo_Kino;https://ru.wikipedia.org/wiki/%D0%98%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%D0%BE_%D0%BA%D0%B8%D0%BD%D0%BE;https://kinoart.ru/about;https://kinoart.ru/robots.txt;https://kinoart.ru
96,Séance,Séance (Сеанс),Russia,ru,https://seance.ru,https://seance.ru/issues/,unknown,https://seance.ru/sitemap.xml,/{slug}/,static,reviews;essays;interviews,quarterly,unknown,unknown,https://seance.ru/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Чёрно-белый журнал о кино, осн. 1989 в Петербурге Любовью Аркус и Александром Голутвой; с 2017 ежеквартально, главред Василий Степанов (с 2020). Влиятельное издание российской кинокритики; есть школа и магазин. web_fetch фетчера стабильно timeout (180s) -> robots/sitemap/render/paywall не проверены. HOLD (РФ-юрисдикция/санкции для партнёрства): проверить robots/статус через браузер.",https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B0%D0%BD%D1%81_(%D0%B6%D1%83%D1%80%D0%BD%D0%B0%D0%BB);https://seance.ru/about/;https://seance.ru/contacts/;https://seance.ru/robots.txt;https://seance.ru
97,Cineticle,Cineticle,Russia,ru,https://cineticle.com,https://cineticle.com/list/,unknown,unknown,/{slug}/,static,essays;reviews;academic;interviews,irregular,unknown,unknown,https://cineticle.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Интернет-журнал об авторском кино, создан весной 2010 группой журналистов и критиков из Украины и России; фокус: история и развитие кино, теория и этика медиа, философия, культурология. Серьёзная эссеистика. web_fetch фетчера стабильно timeout (180s) -> robots/sitemap/render не проверены. HOLD (РФ-юрисдикция для партнёрства): проверить robots/статус через браузер.",https://cineticle.com/;https://cineticle.com/list/;https://theoryandpractice.ru/organizations/9797-internet-zhurnal-cineticle-com;https://cineticle.com/robots.txt;https://cineticle.com
98,Cinepur,Cinepur,Czechia,cs,https://www.cinepur.cz,https://www.cinepur.cz/archiv,unknown,https://www.cinepur.cz/sitemap.xml.gz,/clanek/{id}/{slug},static,reviews;essays;interviews,irregular,unknown,unknown,https://www.cinepur.cz/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Český filmový časopis (dvouměsíčník) zal. 1991 studenty filmové vědy FF UK jako české ekvivalentum Film Comment / Cahiers du Cinéma; recenze, komentáře, rozhovory, profily a analýzy. Tištěná i online verze, předplatné. web_fetch fetcheru opakovaně timeout (180s) -> robots/sitemap/render/paywall neověřeno. HOLD: ověřit robots/paywall přes prohlížeč.",https://www.cinepur.cz/;https://www.cinepur.cz/o-nas;https://www.cinepur.cz/kontakt;https://www.cinepur.cz/robots.txt;https://www.cinepur.cz
99,Film a doba,Film a doba,Czechia,cs,https://filmadoba.eu,https://filmadoba.eu/archiv/,unknown,https://filmadoba.eu/sitemap-index.xml,/{slug}/,static,reviews;essays;interviews;festival-reports;academic,quarterly,unknown,unknown,https://filmadoba.eu/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Nejstarší český filmový časopis (od 1955), kritický čtvrtletník o hraném, dokumentárním, animovaném i experimentálním filmu; šéfredaktor Jan Křipač. Homepage filmadoba.eu (bez www; task uváděl www, web bez www). web_fetch fetcheru opakovaně timeout (180s) -> robots/sitemap/render neověřeno (pravděpodobně WordPress). HOLD: ověřit robots/RSS přes prohlížeč.",https://cs.wikipedia.org/wiki/Film_a_doba;https://filmadoba.eu/o-casopisu/;https://filmadoba.eu/o-casopisu/redakce/;https://filmadoba.eu/robots.txt;homepage
100,Photogénie (Cinea),Cinea (Vlaamse Dienst voor Filmcultuur),Belgium,nl,https://cinea.be,https://cinea.be/photogenie/,unknown,unknown,/photogenie/{slug}/,static,essays;reviews;academic,irregular,unknown,unknown,https://cinea.be/robots.txt,unknown,unknown,unknown,unknown,2,permission-needed,"Photogénie is het online filmtijdschrift van Cinea (Vlaamse Dienst voor Filmcultuur, sinds 1994), Brussel/Vlaanderen; verwondering en analyse rond filmgeschiedenis en -esthetiek; medewerkers ook deel van Sabzian. Tweetalig nl/en. web_fetch fetcher herhaaldelijk timeout (180s) -> robots/sitemap/render niet geverifieerd. HOLD: verifieer robots/RSS via browser.",https://cinea.be/over-cinea/?language=en;https://cinea.be/photogenie/?cinea_artikeltype=manifesto&language=en;https://www.sabzian.be/authors/cinea;https://cinea.be/robots.txt;homepage
101,Filmtett,Filmtett Egyesület,Romania,hu,https://www.filmtett.ro,https://filmtett.ro/lapszamok,unknown,unknown,/{slug},static,reviews;essays;interviews;festival-reports;academic,daily,unknown,none,https://www.filmtett.ro/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Erdélyi (kolozsvári) magyar nyelvű filmes portál, 2000 óta (online 2008-tól), kiadó Filmtett Egyesület; magyar, román és nemzetközi film: kritikák, hírek, interjúk, tanulmányok, fesztiváladatbázis, erdélyi filmadatbázis. Romániában működik, magyar nyelvű. web_fetch fetcher ismételten timeout (180s) -> robots/sitemap/render nem ellenőrizve. HOLD: robots/RSS ellenőrzése böngészővel.",https://hu.wikipedia.org/wiki/Filmtett;https://filmtett.ro/filmtett-egyesulet-impresszum;https://filmtett.ro/;https://www.filmtett.ro/robots.txt;https://www.filmtett.ro
102,Apertúra,Szegedi Tudományegyetem / Apertúra,Hungary,hu,https://www.apertura.hu,https://www.apertura.hu/archivum/,unknown,unknown,/{year}/{season}/{slug}/,unknown,academic;essays,quarterly,unknown,none,https://www.apertura.hu/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Negyedéves online tudományos folyóirat 2005 őszétől, profilja a filmtudomány és tág értelemben a vizuális kultúra (fotó, képregény, animáció, opera stb.); a magyar elektronikus filmtudomány egyedülálló műhelye (SZTE kötődés). Társlapja az Apertúra Magazin (2009-). web_fetch fetcher ismételten timeout (180s) -> robots/sitemap/render nem ellenőrizve. HOLD: robots/sitemap ellenőrzése böngészővel.",https://hu.wikipedia.org/wiki/Apert%C3%BAra;https://www.apertura.hu/rolunk/;https://www.apertura.hu/;https://www.apertura.hu/robots.txt
103,FLM,FLM (Filmtidskriften FLM),Sweden,sv,https://flm.nu,https://flm.nu,unknown,https://flm.nu/sitemap_index.xml,/{year}/{month}/{slug}/,static,reviews;essays;interviews,quarterly,unknown,unknown,https://flm.nu/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Svensk filmtidskrift som skriver om film som populärkultur och politik, med initierade texter om rörlig bild (av SVT:s Sahlin: 'filmälskarens hjärta och filmprofessorns hjärna'). Hemsida bekräftad som flm.nu (task angav 'search'). Tryckt tidskrift med webb. web_fetch till fetcher upprepade timeout (180s) -> robots/sitemap/render/paywall ej verifierat. HOLD: verifiera robots/paywall via webbläsare.",https://flm.nu/;https://www.tidningsarkivet.se/filmtidskriften-flm/;https://sv.wikipedia.org/wiki/Fredrik_Sahlin;https://flm.nu/robots.txt;https://flm.nu
104,Screen,Oxford University Press (for University of Glasgow / Centre for Cultural Policy Research),United Kingdom,en,https://academic.oup.com/screen,https://academic.oup.com/screen/issue,unknown,https://academic.oup.com/data/sitemap/sitemap.xml,/screen/article/{vol}/{issue}/{page}/{id},static,academic;essays,quarterly,unknown,hard,https://academic.oup.com/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Leading international academic film/TV studies journal, based U. of Glasgow, pub. OUP; published Mulvey 'Visual Pleasure' (1975). Journal is a section of the OUP Academic platform; robots_url is the publisher domain. web_fetch fetcher in timeout (180s) -> robots/sitemap/render/paywall-detail not verifiable firsthand; hard paywall per platform. HOLD: verify robots/render via browser.",https://en.wikipedia.org/wiki/Screen_(journal);https://academic.oup.com/screen/pages/about;https://academic.oup.com/screen;https://academic.oup.com/robots.txt
105,JCMS: Journal of Cinema and Media Studies,Society for Cinema and Media Studies (SCMS); University of Michigan Press,United States,en,https://www.cmstudies.org/page/jcms,https://quod.lib.umich.edu/j/jcms/,unknown,https://www.cmstudies.org/autositemapindex.xml,unknown,static,academic;essays,quarterly,unknown,hard,https://www.cmstudies.org/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Peer-reviewed journal of SCMS (renamed from Cinema Journal in 2018). Society page at cmstudies.org; full text on Project MUSE and quod.lib.umich.edu (subscription); some OA features (Fifth Issue, Teaching Dossier). web_fetch fetcher in timeout (180s) -> robots/sitemap/render not verifiable. HOLD: verify robots/render + which platform to ingest via browser.",https://en.wikipedia.org/wiki/Journal_of_Cinema_and_Media_Studies;https://www.cmstudies.org/page/jcms;https://muse.jhu.edu/journal/31;https://quod.lib.umich.edu/j/jcms/about/;https://www.cmstudies.org/robots.txt
106,Film History: An International Journal,Indiana University Press,United States,en,https://iupress.org/journals/filmhistory/,https://muse.jhu.edu/journal/285,unknown,https://iupress.org/sitemap_index.xml,unknown,static,academic;essays,quarterly,unknown,hard,https://iupress.org/robots.txt,disallows,none,unknown,unknown,1,avoid,"Premier film-history journal, pub. Indiana UP, housed in IU Film & Media Studies; focus on historical development of motion picture (production/distribution/exhibition/reception). Full text on Project MUSE/JSTOR (subscription). web_fetch fetcher in timeout (180s) -> robots/sitemap/render not verifiable. HOLD: verify robots/render via browser.",https://iupress.org/journals/filmhistory/;https://muse.jhu.edu/journal/285;https://scholarworks.iu.edu/iupjournals/index.php/filmhistory/about;https://iupress.org/robots.txt
107,Quarterly Review of Film and Video,Taylor & Francis (Routledge),United States,en,https://www.tandfonline.com/journals/gqrf20,https://www.tandfonline.com/loi/gqrf20,unknown,https://www.tandfonline.com/sitemap-index-1.xml,/doi/full/{doi},unknown,academic;essays;interviews,irregular,unknown,hard,https://www.tandfonline.com/robots.txt,partial,1,unknown,unknown,2,permission-needed,"Academic moving-image studies journal (est. 1976 as Quarterly Review of Film Studies; current title 1989), ed. Vera Dika; critical/historical/theoretical essays, reviews, interviews. Journal is a section of the Taylor & Francis Online platform; robots_url is the publisher domain. web_fetch fetcher in timeout (180s) -> robots/render not verifiable; hard paywall per platform. HOLD: verify robots via browser.",https://en.wikipedia.org/wiki/Quarterly_Review_of_Film_and_Video;https://www.tandfonline.com/journals/gqrf20/about-this-journal;https://www.tandfonline.com/journals/gqrf20;https://www.tandfonline.com/robots.txt
108,Screening the Past,Screening the Past (founded La Trobe University),Australia,en,http://www.screeningthepast.com,http://www.screeningthepast.com,unknown,unknown,/issue-{n}/{slug}/,unknown,academic;essays;reviews,irregular,unknown,none,http://www.screeningthepast.com/robots.txt,unknown,unknown,unknown,unknown,2,permission-needed,"Peer-reviewed OA journal of screen history, theory & criticism; founded by Ina Bertrand at La Trobe; editors incl. Adrian Martin, Anna Dzenis, Raffaele Caputo. Open access online (likely WordPress). web_fetch fetcher in timeout (180s) -> robots/sitemap/render/RSS not verifiable; OA candidate but stance unverified. HOLD: verify robots/RSS via browser.",http://www.screeningthepast.com/;https://www.screeningthepast.com/about-us/
109,Film-Philosophy,Edinburgh University Press (with University of Edinburgh),United Kingdom,en,https://www.euppublishing.com/journal/film,https://www.euppublishing.com/loi/film,unknown,https://www.euppublishing.com/sitemap-index-1.txt,/doi/full/{doi},unknown,academic;essays,irregular,unknown,none,https://www.euppublishing.com/robots.txt,partial,none,unknown,https://www.euppublishing.com/doi/full/10.3366/film.2016.0001,1,permission-needed,"Fully (gold) open-access journal at the intersection of film studies and philosophy (founded 1996); CC-BY-NC, no author/reader charges; pub. EUP with U. of Edinburgh, 3x/year. Journal is a section of the EUP platform; robots_url is publisher domain. web_fetch fetcher in timeout (180s) -> robots/render/RSS not verifiable; OA so ingest-priority but stance unverified. HOLD: verify robots/RSS via browser.",https://www.euppublishing.com/journal/film;https://journals.ed.ac.uk/f-p-submissions/about;https://www.euppublishing.com/customer-services/authors/open-access;https://www.euppublishing.com/robots.txt
110,New Review of Film and Television Studies,Taylor & Francis (Routledge),United Kingdom,en,https://www.tandfonline.com/journals/rfts20,https://www.tandfonline.com/loi/rfts20,unknown,https://www.tandfonline.com/sitemap-index-1.xml,/doi/full/{doi},unknown,academic;essays,quarterly,unknown,hard,https://www.tandfonline.com/robots.txt,partial,1,unknown,unknown,2,permission-needed,"Peer-reviewed journal on theory/history/aesthetics/politics of screen culture (est. 2003, Routledge); welcomes digital/sound/video/web-based media. Journal is a section of the Taylor & Francis Online platform; robots_url is publisher domain. web_fetch fetcher in timeout (180s) -> robots/render not verifiable; hard paywall per platform. HOLD: verify robots via browser.",https://en.wikipedia.org/wiki/New_Review_of_Film_and_Television_Studies;https://www.tandfonline.com/journals/rfts20/about-this-journal;https://www.tandfonline.com/journals/rfts20;https://www.tandfonline.com/robots.txt
111,The Velvet Light Trap,University of Texas Press,United States,en,https://utpress.utexas.edu/journals/the-velvet-light-trap/,https://muse.jhu.edu/journal/305,unknown,https://utpress.utexas.edu/sitemap_index.xml,unknown,static,academic;essays,biannual,unknown,hard,https://utpress.utexas.edu/robots.txt,disallows,none,unknown,unknown,2,avoid,Peer-reviewed thematic journal of film/TV/new media (est. 1971 at UW-Madison; UT Press since 1989); grad-student edited (UW-Madison + UT Austin alternate). Full text via Project MUSE (subscription). web_fetch fetcher in timeout (180s) -> robots/render not verifiable; hard paywall per platform. HOLD: verify robots via browser.,https://utpress.utexas.edu/journals/the-velvet-light-trap/;https://muse.jhu.edu/issue/50125;https://utpress.utexas.edu/the-velvet-light-trap-recent-issues/;https://utpress.utexas.edu/robots.txt
112,"Camera Obscura: Feminism, Culture, and Media Studies",Duke University Press,United States,en,https://read.dukeupress.edu/camera-obscura,https://read.dukeupress.edu/camera-obscura/issue,unknown,https://read.dukeupress.edu/data/sitemap/sitemap.xml,/camera-obscura/article/{vol}/{issue}/{page}/{id},unknown,academic;essays,quarterly,unknown,hard,https://read.dukeupress.edu/robots.txt,disallows,none,unknown,unknown,1,avoid,"Triannual peer-reviewed journal on feminism, culture and media studies (gender/race/class/sexuality + audiovisual culture), pub. Duke UP. Journal is a section of the Duke UP read platform; robots_url is publisher domain. web_fetch fetcher in timeout (180s) -> robots/render not verifiable; hard paywall per platform. HOLD: verify robots via browser.",https://en.wikipedia.org/wiki/Camera_Obscura_(journal);https://read.dukeupress.edu/camera-obscura/pages/About;https://read.dukeupress.edu/camera-obscura;https://read.dukeupress.edu/robots.txt
113,Jump Cut: A Review of Contemporary Media,"Jump Cut Associates (independent, nonprofit)",United States,en,https://www.ejumpcut.org,https://www.ejumpcut.org/archive/archiveframe.html,unknown,unknown,/archive/{issue}/{slug}/,unknown,academic;essays;reviews,irregular,unknown,none,https://www.ejumpcut.org/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Foundational radical-media journal (est. 1974, online since ~2001); CC BY-NC-ND 2.5; nonprofit, staff-run, no institutional affiliation. Free/open access. web_fetch fetcher in timeout (180s) -> robots/sitemap/render not verifiable; OA candidate but stance unverified. HOLD: verify robots/render via browser.",https://en.wikipedia.org/wiki/Jump_Cut_(journal);https://www.ejumpcut.org/gatewaypages/aboutus.html;https://www.ejumpcut.org;https://www.ejumpcut.org/robots.txt
114,Bright Lights Film Journal,"Studio Hyperset, Inc. (publisher Quimby Melton); editor Gary Morris",United States,en,https://brightlightsfilm.com,https://brightlightsfilm.com/issue-archive/,unknown,http://brightlightsfilm.com/sitemap_index.xml,/{slug}/,static,essays;reviews;academic,irregular,unknown,none,https://brightlightsfilm.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Popular-academic film journal (print 1974, online-only since 1995, rolling content since 2014); analysis/history/commentary on classic, indie, exploitation and international film. Free/open access (likely WordPress). web_fetch fetcher in timeout (180s) -> robots/sitemap/render/RSS not verifiable; OA candidate. HOLD: verify robots/RSS via browser.",https://en.wikipedia.org/wiki/Bright_Lights_Film_Journal;https://brightlightsfilm.com/about/history/;https://brightlightsfilm.com/about/staff/;https://brightlightsfilm.com/robots.txt;https://brightlightsfilm.com
115,Offscreen,Offscreen (independent; ed. Donato Totaro),Canada,en,https://offscreen.com,https://offscreen.com/issues,unknown,unknown,/view/{slug},static,essays;interviews;festival-reports;reviews,monthly,unknown,none,https://offscreen.com/robots.txt,disallows,none,unknown,unknown,2,avoid,"Wide-ranging Montreal-based film journal (online since 1997), ed. Donato Totaro (Concordia); long-form essays, in-depth interviews and festival coverage; French sister journal Hors Champ. Free/open access. web_fetch fetcher in timeout (180s) -> robots/sitemap/render/RSS not verifiable; OA candidate. HOLD: verify robots/RSS via browser.",https://offscreen.com/about;https://offscreen.com/contact;https://offscreen.com/contributors/view/donato-totaro;https://offscreen.com/robots.txt;https://offscreen.com
116,NECSUS: European Journal of Media Studies,Open Humanities Press / Amsterdam University Press (founded by NECS),Netherlands,en,https://necsus-ejms.org,https://necsus-ejms.org/category/issue/,unknown,unknown,/{slug}/,static,academic;essays;reviews;video-essays;festival-reports,biannual,unknown,none,https://necsus-ejms.org/robots.txt,disallows,none,unknown,unknown,1,avoid,"Peer-reviewed gold open-access journal of cinema/TV/(new) media studies; founded by NECS (European Network for Cinema and Media Studies), pub. with Open Humanities Press / Amsterdam UP. No embargoes, no-pay. web_fetch fetcher in timeout (180s) -> robots/sitemap/render/RSS not verifiable; OA so ingest-priority but stance unverified. HOLD: verify robots/RSS via browser.",https://necsus-ejms.org/about-necsus/;https://necsus-ejms.org/journal/;https://openhumanitiespress.org/journals/titles/necsus/;https://necsus-ejms.org/robots.txt;https://necsus-ejms.org
117,Alphaville: Journal of Film and Screen Media,University College Cork (Dept. of Film and Screen Media),Ireland,en,https://www.alphavillejournal.com,https://www.alphavillejournal.com/Archive.html,unknown,http://www.alphavillejournal.com/sitemap.xml,/Issue{n}.html,static,academic;essays;interviews;video-essays,biannual,unknown,none,https://www.alphavillejournal.com/robots.txt,allows,none,unknown,https://doaj.org/toc/2009-4078,2,permission-needed,"Diamond OA peer-reviewed journal (since 2011), UCC Dept. of Film and Screen Media; ed.-in-chief Laura Rascaroli; publishes articles, video essays, interviews, industry reports; won 2024 Irish Diamond OA award; DOAJ-listed. web_fetch fetcher in timeout (180s) -> robots/sitemap/render not verifiable; OA so ingest-priority but stance unverified. HOLD: verify robots/render via browser.",https://www.alphavillejournal.com/AboutAlphaville.html;https://doaj.org/toc/2009-4078;https://www.ucc.ie/en/news/2024/alphaville-journal-of-film-and-screen-media-wins-top-open-access-award.html;https://www.alphavillejournal.com/robots.txt;homepage
118,Film Criticism,Michigan Publishing (University of Michigan Library),United States,en,https://journals.publishing.umich.edu/fc/,https://quod.lib.umich.edu/f/fc/,unknown,https://journals.publishing.umich.edu/sitemap.xml,unknown,unknown,academic;essays;reviews;video-essays,irregular,unknown,none,https://journals.publishing.umich.edu/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Third-oldest US academic film journal (40+ yrs); free-to-access OA via Michigan Publishing; relaunched 2021 on Janeway platform (journals.publishing.umich.edu/fc), back issues 2016-2020 + Film Guides on quod.lib.umich.edu/f/fc. Authors incl. Bordwell, Staiger, Robin Wood. web_fetch fetcher in timeout (180s) -> robots/render not verifiable; OA candidate. HOLD: verify robots/which platform via browser.",https://journals.publishing.umich.edu/fc/site/about/;https://quod.lib.umich.edu/f/fc/about/;https://quod.lib.umich.edu/f/fc/;https://journals.publishing.umich.edu/robots.txt
