list_slug,edition_year,film_title,film_year,result,rank,note,source
national-es-caiman-100,2016,Ere erera baleibu izik subua aruaren,1970,listed,,,wikipedia-enum
national-es-caiman-100,2016,Innisfree,1990,listed,,,wikipedia-enum
national-es-caiman-100,2016,Informe general sobre unas cuestiones de interés para una proyección pública,1977,listed,,,wikipedia-enum
national-es-caiman-100,2016,Te doy mis ojos,2003,listed,,,wikipedia-enum
national-es-caiman-100,2016,Contactos,1970,listed,,,wikipedia-enum
national-es-caiman-100,2016,Amantes,1991,listed,,,wikipedia-enum
national-es-caiman-100,2016,Los amantes del círculo polar,1998,listed,,,wikipedia-enum
national-es-caiman-100,2016,Tras el cristal,1986,listed,,,wikipedia-enum
national-es-caiman-100,2016,Margarita y el lobo,1969,listed,,,wikipedia-enum
national-es-caiman-100,2016,¿Quién puede matar a un niño?,1976,listed,,,wikipedia-enum
national-es-caiman-100,2016,Magical Girl,2014,listed,,,wikipedia-enum
national-es-caiman-100,2016,Atraco a las tres,1962,listed,,,wikipedia-enum
national-es-caiman-100,2016,El laberinto del fauno,2006,listed,,,wikipedia-enum
national-es-caiman-100,2016,Bilbao,1978,listed,,,wikipedia-enum
national-es-caiman-100,2016,"Elisa, vida mía",1977,listed,,,wikipedia-enum
national-es-caiman-100,2016,Los golfos,1960,listed,,,wikipedia-enum
national-es-caiman-100,2016,En la ciudad de Sylvia,2007,listed,,,wikipedia-enum
national-es-caiman-100,2016,Blancanieves,2012,listed,,,wikipedia-enum
national-es-caiman-100,2016,La isla mínima,2014,listed,,,wikipedia-enum
national-es-caiman-100,2016,El cielo gira,2004,listed,,,wikipedia-enum
national-es-caiman-100,2016,Tesis,1996,listed,,,wikipedia-enum
national-es-caiman-100,2016,Abre los ojos,1997,listed,,,wikipedia-enum
national-es-caiman-100,2016,Ana y los lobos,1973,listed,,,wikipedia-enum
national-es-caiman-100,2016,"Marcelino, pan y vino",1955,listed,,,wikipedia-enum
national-es-caiman-100,2016,Belle Époque,1992,listed,,,wikipedia-enum
national-es-caiman-100,2016,La cabina,1972,listed,,,wikipedia-enum
national-es-caiman-100,2016,Queridísimos verdugos,1977,listed,,,wikipedia-enum
national-es-caiman-100,2016,Monos como Becky,1999,listed,,,wikipedia-enum
national-es-caiman-100,2016,La vida por delante,1958,listed,,,wikipedia-enum
national-es-caiman-100,2016,El crack,1981,listed,,,wikipedia-enum
national-es-caiman-100,2016,Vacas,1992,listed,,,wikipedia-enum
national-es-caiman-100,2016,Historia de mi muerte,2013,listed,,,wikipedia-enum
national-es-caiman-100,2016,Domingo de carnaval,1945,listed,,,wikipedia-enum
national-es-caiman-100,2016,Nunca pasa nada,1963,listed,,,wikipedia-enum
national-es-caiman-100,2016,La leyenda del tiempo,2006,listed,,,wikipedia-enum
national-es-caiman-100,2016,La vida mancha,2003,listed,,,wikipedia-enum
national-es-caiman-100,2016,Mi vida sin mí,2003,listed,,,wikipedia-enum
national-es-caiman-100,2016,Solas,1999,listed,,,wikipedia-enum
national-es-caiman-100,2016,Puente de Varsovia,1990,listed,,,wikipedia-enum
national-es-caiman-100,2016,Vivir en Sevilla,1978,listed,,,wikipedia-enum
national-es-caiman-100,2016,Tasio,1984,listed,,,wikipedia-enum
national-br-abraccine-100,2015,Terra em Transe,1967,listed,5,,wikipedia-enum
national-br-abraccine-100,2015,O Bandido da Luz Vermelha,1968,listed,6,,wikipedia-enum
national-br-abraccine-100,2015,São Paulo S/A,1965,listed,7,,wikipedia-enum
national-br-abraccine-100,2015,Cidade de Deus,2002,listed,8,,wikipedia-enum
national-br-abraccine-100,2015,O Pagador de Promessas,1962,listed,9,,wikipedia-enum
national-br-abraccine-100,2015,Macunaíma,1969,listed,10,,wikipedia-enum
national-br-abraccine-100,2015,Central do Brasil,1998,listed,11,,wikipedia-enum
national-br-abraccine-100,2015,"Pixote, a Lei do Mais Fraco",1981,listed,12,,wikipedia-enum
national-br-abraccine-100,2015,Ilha das Flores,1989,listed,13,,wikipedia-enum
national-br-abraccine-100,2015,Eles Não Usam Black-Tie,1981,listed,14,,wikipedia-enum
national-br-abraccine-100,2015,O Som ao Redor,2012,listed,15,,wikipedia-enum
national-br-abraccine-100,2015,Lavoura Arcaica,2001,listed,16,,wikipedia-enum
national-br-abraccine-100,2015,Jogo de Cena,2007,listed,17,,wikipedia-enum
national-br-abraccine-100,2015,"Bye Bye, Brasil",1979,listed,18,,wikipedia-enum
national-br-abraccine-100,2015,Assalto ao Trem Pagador,1962,listed,19,,wikipedia-enum
national-br-abraccine-100,2015,São Bernardo,1974,listed,20,,wikipedia-enum
national-br-abraccine-100,2015,"Iracema, uma Transa Amazônica",1975,listed,21,,wikipedia-enum
national-br-abraccine-100,2015,Noite Vazia,1964,listed,22,,wikipedia-enum
national-br-abraccine-100,2015,Os Fuzis,1964,listed,23,,wikipedia-enum
national-br-abraccine-100,2015,Ganga Bruta,1933,listed,24,,wikipedia-enum
national-br-abraccine-100,2015,Bang Bang,1971,listed,25,,wikipedia-enum
national-br-abraccine-100,2015,A Hora e a Vez de Augusto Matraga,1968,listed,26,,wikipedia-enum
national-br-abraccine-100,2015,"Rio, 40 Graus",1955,listed,27,,wikipedia-enum
national-br-abraccine-100,2015,Edifício Master,2002,listed,28,,wikipedia-enum
national-br-abraccine-100,2015,Memórias do Cárcere,1984,listed,29,,wikipedia-enum
national-br-abraccine-100,2015,Tropa de Elite,2007,listed,30,,wikipedia-enum
national-br-abraccine-100,2015,O Padre e a Moça,1965,listed,31,,wikipedia-enum
national-br-abraccine-100,2015,Serras da Desordem,2006,listed,32,,wikipedia-enum
national-br-abraccine-100,2015,Santiago,2007,listed,33,,wikipedia-enum
national-br-abraccine-100,2015,O Dragão da Maldade contra o Santo Guerreiro,1969,listed,34,,wikipedia-enum
national-br-abraccine-100,2015,Tropa de Elite 2 – O Inimigo Agora é Outro,2010,listed,35,,wikipedia-enum
national-br-abraccine-100,2015,O Invasor,2002,listed,36,,wikipedia-enum
national-br-abraccine-100,2015,Todas as Mulheres do Mundo,1967,listed,37,,wikipedia-enum
national-br-abraccine-100,2015,Matou a Família e Foi ao Cinema,1969,listed,38,,wikipedia-enum
national-br-abraccine-100,2015,Dona Flor e Seus Dois Maridos,1976,listed,39,,wikipedia-enum
national-br-abraccine-100,2015,Os Cafajestes,1962,listed,40,,wikipedia-enum
national-br-abraccine-100,2015,O Homem do Sputnik,1959,listed,41,,wikipedia-enum
national-br-abraccine-100,2015,A Hora da Estrela,1985,listed,42,,wikipedia-enum
national-br-abraccine-100,2015,Sem Essa Aranha,1970,listed,43,,wikipedia-enum
national-br-abraccine-100,2015,SuperOutro,1989,listed,44,,wikipedia-enum
national-br-abraccine-100,2015,Filme Demência,1986,listed,45,,wikipedia-enum
national-br-abraccine-100,2015,À Meia-Noite Levarei Sua Alma,1964,listed,46,,wikipedia-enum
national-br-abraccine-100,2015,Terra Estrangeira,1996,listed,47,,wikipedia-enum
national-br-abraccine-100,2015,A Mulher de Todos,1969,listed,48,,wikipedia-enum
national-br-abraccine-100,2015,"Rio, Zona Norte",1957,listed,49,,wikipedia-enum
national-br-abraccine-100,2015,Alma Corsária,1993,listed,50,,wikipedia-enum
national-br-abraccine-100,2015,A Margem,1967,listed,51,,wikipedia-enum
national-br-abraccine-100,2015,Toda Nudez Será Castigada,1973,listed,52,,wikipedia-enum
national-br-abraccine-100,2015,Madame Satã,2000,listed,53,,wikipedia-enum
national-br-abraccine-100,2015,A Falecida,1965,listed,54,,wikipedia-enum
national-br-abraccine-100,2015,O Despertar da Besta – Ritual dos Sádicos,1969,listed,55,,wikipedia-enum
national-br-abraccine-100,2015,Tudo Bem,1978,listed,56,,wikipedia-enum
national-br-abraccine-100,2015,A Idade da Terra,1980,listed,57,,wikipedia-enum
national-br-abraccine-100,2015,Abril Despedaçado,2001,listed,58,,wikipedia-enum
national-br-abraccine-100,2015,O Grande Momento,1958,listed,59,,wikipedia-enum
national-br-abraccine-100,2015,O Lobo Atrás da Porta,2014,listed,60,,wikipedia-enum
national-br-abraccine-100,2015,O Beijo da Mulher-Aranha,1985,listed,61,,wikipedia-enum
national-br-abraccine-100,2015,O Homem que Virou Suco,1980,listed,62,,wikipedia-enum
national-br-abraccine-100,2015,O Auto da Compadecida,1999,listed,63,,wikipedia-enum
national-br-abraccine-100,2015,O Cangaceiro,1953,listed,64,,wikipedia-enum
national-br-abraccine-100,2015,A Lira do Delírio,1978,listed,65,,wikipedia-enum
national-br-abraccine-100,2015,O Caso dos Irmãos Naves,1967,listed,66,,wikipedia-enum
national-br-abraccine-100,2015,Ônibus 174,2002,listed,67,,wikipedia-enum
national-br-abraccine-100,2015,O Anjo Nasceu,1969,listed,68,,wikipedia-enum
national-br-abraccine-100,2015,Meu Nome é... Tonho,1969,listed,69,,wikipedia-enum
national-br-abraccine-100,2015,O Céu de Suely,2006,listed,70,,wikipedia-enum
national-br-abraccine-100,2015,Que Horas Ela Volta?,2015,listed,71,,wikipedia-enum
national-br-abraccine-100,2015,Bicho de Sete Cabeças,2001,listed,72,,wikipedia-enum
national-br-abraccine-100,2015,Tatuagem,2013,listed,73,,wikipedia-enum
national-br-abraccine-100,2015,Estômago,2010,listed,74,,wikipedia-enum
national-br-abraccine-100,2015,"Cinema, Aspirinas e Urubus",2005,listed,75,,wikipedia-enum
national-br-abraccine-100,2015,Baile Perfumado,1997,listed,76,,wikipedia-enum
national-br-abraccine-100,2015,"Pra Frente, Brasil",1982,listed,77,,wikipedia-enum
national-br-abraccine-100,2015,"Lúcio Flávio, o Passageiro da Agonia",1976,listed,78,,wikipedia-enum
national-br-abraccine-100,2015,O Viajante,1999,listed,79,,wikipedia-enum
national-br-abraccine-100,2015,Anjos do Arrabalde,1987,listed,80,,wikipedia-enum
national-br-abraccine-100,2015,Mar de Rosas,1977,listed,81,,wikipedia-enum
national-br-abraccine-100,2015,O País de São Saruê,1971,listed,82,,wikipedia-enum
national-br-abraccine-100,2015,A Marvada Carne,1985,listed,83,,wikipedia-enum
national-br-abraccine-100,2015,Sargento Getúlio,1983,listed,84,,wikipedia-enum
national-br-abraccine-100,2015,Inocência,1983,listed,85,,wikipedia-enum
national-br-abraccine-100,2015,Amarelo Manga,2002,listed,86,,wikipedia-enum
national-br-abraccine-100,2015,Os Saltimbancos Trapalhões,1981,listed,87,,wikipedia-enum
national-br-abraccine-100,2015,Di,1977,listed,88,,wikipedia-enum
national-br-abraccine-100,2015,Os Inconfidentes,1972,listed,89,,wikipedia-enum
national-br-abraccine-100,2015,Esta Noite Encarnarei no Teu Cadáver,1966,listed,90,,wikipedia-enum
national-br-abraccine-100,2015,Cabaret Mineiro,1980,listed,91,,wikipedia-enum
national-br-abraccine-100,2015,Chuvas de Verão,1977,listed,92,,wikipedia-enum
national-br-abraccine-100,2015,Dois Córregos,1999,listed,93,,wikipedia-enum
national-br-abraccine-100,2015,Aruanda,1960,listed,94,,wikipedia-enum
national-br-abraccine-100,2015,Carandiru,2003,listed,95,,wikipedia-enum
national-br-abraccine-100,2015,Blá Blá Blá,1968,listed,96,,wikipedia-enum
national-br-abraccine-100,2015,O Signo do Caos,2003,listed,97,,wikipedia-enum
national-br-abraccine-100,2015,O Ano em que Meus Pais Saíram de Férias,2006,listed,98,,wikipedia-enum
national-br-abraccine-100,2015,"Meteorango Kid, Herói Intergaláctico",1969,listed,99,,wikipedia-enum
national-br-abraccine-100,2015,Guerra Conjugal,1975,listed,100,,wikipedia-enum
national-br-abraccine-100,2015,"Bar Esperança, o Último que Fecha",1983,listed,101,,wikipedia-enum
national-de-wichtigste,1995,M,1931,listed,,,wikipedia-enum
national-de-wichtigste,1995,Das Cabinet des Dr. Caligari,1920,listed,,,wikipedia-enum
national-de-wichtigste,1995,Berlin – Die Sinfonie der Großstadt,1927,listed,,,wikipedia-enum
national-de-wichtigste,1995,Nosferatu – Eine Symphonie des Grauens,1922,listed,,,wikipedia-enum
national-de-wichtigste,1995,Menschen am Sonntag,1930,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Mörder sind unter uns,1946,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der blaue Engel,1930,listed,,,wikipedia-enum
national-de-wichtigste,1995,Metropolis,1927,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die freudlose Gasse,1925,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der Untertan,1951,listed,,,wikipedia-enum
national-de-wichtigste,1995,Kuhle Wampe oder: Wem gehört die Welt?,1932,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der Student von Prag,1913,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Brücke,1959,listed,,,wikipedia-enum
national-de-wichtigste,1995,Abschied von gestern,1966,listed,,,wikipedia-enum
national-de-wichtigste,1995,Mutter Krausens Fahrt ins Glück,1929,listed,,,wikipedia-enum
national-de-wichtigste,1995,"Der Golem, wie er in die Welt kam",1920,listed,,,wikipedia-enum
national-de-wichtigste,1995,"Dr. Mabuse, der Spieler",1922,listed,,,wikipedia-enum
national-de-wichtigste,1995,Unter den Brücken,1944,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Nibelungen,1924,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der letzte Mann,1924,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der müde Tod,1921,listed,,,wikipedia-enum
national-de-wichtigste,1995,Liebelei,1933,listed,,,wikipedia-enum
national-de-wichtigste,1995,Spur der Steine,1966,listed,,,wikipedia-enum
national-de-wichtigste,1995,Wintergartenprogramm,1895,listed,,,wikipedia-enum
national-de-wichtigste,1995,Lola Montez,1955,listed,,,wikipedia-enum
national-de-wichtigste,1995,Faust – eine deutsche Volkssage,1926,listed,,,wikipedia-enum
national-de-wichtigste,1995,Heimat – Eine deutsche Chronik,1984,listed,,,wikipedia-enum
national-de-wichtigste,1995,Deutschland im Herbst,1978,listed,,,wikipedia-enum
national-de-wichtigste,1995,Madame Dubarry,1919,listed,,,wikipedia-enum
national-de-wichtigste,1995,Berlin – Alexanderplatz,1931,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Ehe der Maria Braun,1979,listed,,,wikipedia-enum
national-de-wichtigste,1995,Münchhausen,1943,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Büchse der Pandora,1929,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Blechtrommel,1979,listed,,,wikipedia-enum
national-de-wichtigste,1995,Das Testament des Dr. Mabuse,1933,listed,,,wikipedia-enum
national-de-wichtigste,1995,Im Lauf der Zeit,1976,listed,,,wikipedia-enum
national-de-wichtigste,1995,Triumph des Willens,1935,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der junge Törless,1966,listed,,,wikipedia-enum
national-de-wichtigste,1995,Katzelmacher,1969,listed,,,wikipedia-enum
national-de-wichtigste,1995,Große Freiheit Nr. 7,1944,listed,,,wikipedia-enum
national-de-wichtigste,1995,Rotation,1949,listed,,,wikipedia-enum
national-de-wichtigste,1995,Wir Wunderkinder,1958,listed,,,wikipedia-enum
national-de-wichtigste,1995,Das Wachsfigurenkabinett,1924,listed,,,wikipedia-enum
national-de-wichtigste,1995,Mädchen in Uniform,1931,listed,,,wikipedia-enum
national-de-wichtigste,1995,Varieté,1925,listed,,,wikipedia-enum
national-de-wichtigste,1995,Rosen für den Staatsanwalt,1959,listed,,,wikipedia-enum
national-de-wichtigste,1995,Alice in den Städten,1974,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Halbstarken,1956,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die verlorene Ehre der Katharina Blum,1975,listed,,,wikipedia-enum
national-de-wichtigste,1995,Westfront 1918,1930,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Dreigroschenoper,1931,listed,,,wikipedia-enum
national-de-wichtigste,1995,Solo Sunny,1979,listed,,,wikipedia-enum
national-de-wichtigste,1995,Angst essen Seele auf,1974,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der Verlorene,1951,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Drei von der Tankstelle,1930,listed,,,wikipedia-enum
national-de-wichtigste,1995,In jenen Tagen,1947,listed,,,wikipedia-enum
national-de-wichtigste,1995,Olympia,1938,listed,,,wikipedia-enum
national-de-wichtigste,1995,Jud Süß,1940,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der geteilte Himmel,1964,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der Himmel über Berlin,1987,listed,,,wikipedia-enum
national-de-wichtigste,1995,Nicht versöhnt,1965,listed,,,wikipedia-enum
national-de-wichtigste,1995,Vampyr – Der Traum des Allan Gray,1932,listed,,,wikipedia-enum
national-de-wichtigste,1995,Tagebuch einer Verlorenen,1929,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der Prozeß,1984,listed,,,wikipedia-enum
national-de-wichtigste,1995,Händler der vier Jahreszeiten,1972,listed,,,wikipedia-enum
national-de-wichtigste,1995,Romanze in Moll,1943,listed,,,wikipedia-enum
national-de-wichtigste,1995,Ehe im Schatten,1947,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Legende von Paul und Paula,1973,listed,,,wikipedia-enum
national-de-wichtigste,1995,Chronik der Anna Magdalena Bach,1968,listed,,,wikipedia-enum
national-de-wichtigste,1995,"Aguirre, der Zorn Gottes",1972,listed,,,wikipedia-enum
national-de-wichtigste,1995,Ich war neunzehn,1968,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Abenteuer des Prinzen Achmed,1926,listed,,,wikipedia-enum
national-de-wichtigste,1995,Sterne,1959,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die bleierne Zeit,1981,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Straße,1923,listed,,,wikipedia-enum
national-de-wichtigste,1995,Deutschland im Jahre Null,1948,listed,,,wikipedia-enum
national-de-wichtigste,1995,Kameradschaft,1931,listed,,,wikipedia-enum
national-de-wichtigste,1995,Emil und die Detektive,1931,listed,,,wikipedia-enum
national-de-wichtigste,1995,Berlin – Ecke Schönhauser…,1957,listed,,,wikipedia-enum
national-de-wichtigste,1995,Berlin Alexanderplatz,1980,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der Kongreß tanzt,1931,listed,,,wikipedia-enum
national-de-wichtigste,1995,Das Kaninchen bin ich,1965,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die Artisten in der Zirkuskuppel: ratlos,1968,listed,,,wikipedia-enum
national-de-wichtigste,1995,Fontane Effi Briest,1974,listed,,,wikipedia-enum
national-de-wichtigste,1995,Der amerikanische Freund,1977,listed,,,wikipedia-enum
national-de-wichtigste,1995,Asphalt,1929,listed,,,wikipedia-enum
national-de-wichtigste,1995,Jakob der Lügner,1974,listed,,,wikipedia-enum
national-de-wichtigste,1995,Jeder für sich und Gott gegen alle,1974,listed,,,wikipedia-enum
national-de-wichtigste,1995,"Nachts, wenn der Teufel kam",1957,listed,,,wikipedia-enum
national-de-wichtigste,1995,Mysterien eines Frisiersalons,1923,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die weiße Hölle vom Piz Palü,1929,listed,,,wikipedia-enum
national-de-wichtigste,1995,Das Mädchen Rosemarie,1958,listed,,,wikipedia-enum
national-de-wichtigste,1995,Aus einem deutschen Leben,1977,listed,,,wikipedia-enum
national-de-wichtigste,1995,Viktor und Viktoria,1933,listed,,,wikipedia-enum
national-de-wichtigste,1995,Das Boot,1981,listed,,,wikipedia-enum
national-de-wichtigste,1995,Jagdszenen aus Niederbayern,1968,listed,,,wikipedia-enum
national-de-wichtigste,1995,Lebensläufe – Die Kinder von Golzow,1981,listed,,,wikipedia-enum
national-de-wichtigste,1995,Berliner Ballade,1948,listed,,,wikipedia-enum
national-de-wichtigste,1995,Mephisto,1981,listed,,,wikipedia-enum
national-de-wichtigste,1995,Die zweite Heimat – Chronik einer Jugend,1992,listed,,,wikipedia-enum
national-se-flm,2022,Körkarlen,1921,listed,1,,wikipedia-enum
national-se-flm,2022,En kärlekshistoria,1970,listed,2,,wikipedia-enum
national-se-flm,2022,Persona,1966,listed,3,,wikipedia-enum
national-se-flm,2022,Kvarteret Korpen,1963,listed,4,,wikipedia-enum
national-se-flm,2022,Fucking Åmål,1998,listed,5,,wikipedia-enum
national-se-flm,2022,Flickorna,1968,listed,6,,wikipedia-enum
national-se-flm,2022,Flicka och hyacinter,1950,listed,7,,wikipedia-enum
national-se-flm,2022,Här har du ditt liv,1966,listed,8,,wikipedia-enum
national-se-flm,2022,Fanny och Alexander,1982,listed,9,,wikipedia-enum
national-se-flm,2022,Smultronstället,1957,listed,10,,wikipedia-enum
national-se-flm,2022,Mannen på taket,1976,listed,11,,wikipedia-enum
national-se-flm,2022,Låt den rätte komma in,2008,listed,12,,wikipedia-enum
national-se-flm,2022,Sånger från andra våningen,2000,listed,13,,wikipedia-enum
national-se-flm,2022,Älskande par,1964,listed,14,,wikipedia-enum
national-se-flm,2022,De ofrivilliga,2008,listed,15,,wikipedia-enum
national-se-flm,2022,Äta sova dö,2012,listed,16,,wikipedia-enum
national-se-flm,2022,Nattvardsgästerna,1963,listed,17,,wikipedia-enum
national-se-flm,2022,Utvandrarna/Nybyggarna,1971,listed,18,,wikipedia-enum
national-se-flm,2022,Ett anständigt liv,1979,listed,19,,wikipedia-enum
national-se-flm,2022,Belleville Baby,2013,listed,20,,wikipedia-enum
national-se-flm,2022,Sameblod,2016,listed,21,,wikipedia-enum
national-se-flm,2022,Återträffen,2013,listed,22,,wikipedia-enum
national-se-flm,2022,Ingeborg Holm,1913,listed,23,,wikipedia-enum
national-se-flm,2022,Sommarnattens leende,1955,listed,24,,wikipedia-enum
national-se-flm,2022,Häxan,1922,listed,25,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Parasite,2019,listed,3,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Aimless Bullet,1961,listed,4,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Oldboy,2003,listed,5,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Christmas in August,1998,listed,8,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Decision to Leave,2022,listed,8,tie for 8th,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Day a Pig Fell Into a Well,1996,listed,10,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Turning Point of the Youngsters,1934,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Spring of Korean Peninsula,1941,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Widow,1955,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Piagol,1955,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,A Water Mill,1966,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Mist,1967,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Homebound,1967,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The General's Mustache,1968,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Woman of Fire,1970,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Pollen of Flowers,1972,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Yeong-ja's Heydays,1975,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Ieoh Island,1977,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,A Woman After a Killer Butterfly,1978,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,"A Fine, Windy Day",1980,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Hut,1980,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Mandala,1981,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Declaration of Idiot,1983,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Gilsotteum,1985,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Deep Blue Night,1985,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Surrogate Woman,1986,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Our Joyful Young Days,1987,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Sanggye-Dong Olympic,1988,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Chil-su and Man-su,1988,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Gagman,1988,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Why Has Bodhi-Dharma Left for the East?,1989,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Night before Strike,1990,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Road to the Race Track,1991,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,First Love,1993,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Murmuring,1995,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The People in White,1995,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,A Petal,1996,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Green Fish,1997,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Contact,1997,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,No. 3,1997,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Power of Kangwon Province,1998,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Memento Mori,1999,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Peppermint Candy,1999,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Nowhere to Hide,1999,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Shiri,1999,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Die Bad,2000,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Chunhyang,2000,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Foul King,2000,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Joint Security Area,2000,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Waikiki Brothers,2001,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,One Fine Spring Day,2001,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Take Care of My Cat,2001,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Sympathy for Mr. Vengeance,2002,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Repatriation,2003,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Lady Vengeance,2005,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The President's Last Bang,2005,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The King and the Clown,2005,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Host,2006,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Tazza: The High Rollers,2006,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Description of Bankruptcy,2006,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Family Ties,2006,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Secret Sunshine,2007,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Chaser,2007,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Thirst,2009,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Mother,2009,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Two Doors,2011,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,Jiseul,2012,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,A Girl at My Door,2014,listed,,,wikipedia-enum
national-kr-kofa-100-korean-films,2014,The Wailing,2015,listed,,,wikipedia-enum
